timestamp,self_adaptor_action,pre_IIE_mean,pre_IIE_var,pre_ctx,post_IIE_mean,post_IIE_var,post_ctx
1764611678.54,ao_yawn,0.0000,1.0000,0,0.0000,1.0000,0
